productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe VIROG Tablet,CÔNG TY TNHH VEGA HEALTHCARE,6165/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BẢO SINH ĐAN,Công Ty TNHH Thương Mại Và Dịch Vụ Thành Mỹ,6164/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DILI Okinawa Osake Wo Kaiteki No Densetu,CÔNG TY CỔ PHẦN QUỐC TẾ NICHIEI ASIA,6163/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe: HUGE ZINC,CÔNG TY TNHH DP PHÚC ĐỨC VIỆT NAM,6162/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Vitamin D3 + K2 MK7 Dạng Xịt,CÔNG TY TNHH THIẾT BỊ Y TẾ MỸ PHẨM H2O VIỆT NAM,6161/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ SHOTGANS NEW,CÔNG TY TNHH DƯỢC PHẨM PMT,6160/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Meta D3K2E Liquid,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ METASUN,6159/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Goldfive MULTIVITAMIN KHOÁNG CHẤT NAM 50 tuổi,CÔNG TY TNHH DƯỢC PHẨM SINH HỌC THÁNG NĂM,6158/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ TRÀ HAMO TN,CÔNG TY CỔ PHẦN Y TẾ ĐỨC THÀNH NHÂN,6058/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Blooms Horse Chestnut 1500 mg,CÔNG TY TNHH INTERSHOP,6157/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ LAC GastroRX® Super Enzymes,CÔNG TY TNHH LAC VIETNAM,6156/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dạ Dày TW,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,6155/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Ferosom Forte - Sticks,Công ty TNHH Nacopharm Miền Bắc,6154/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DRLIFE SLEEP WELL MELATONIN PLUS,CÔNG TY TNHH DRLIFE LABORATORY,6153/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KENKONI Men Active,CÔNG TY TNHH DRLIFE LABORATORY,6152/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ROCKMAX,CÔNG TY TNHH XNK DƯỢC PHẨM ADC VIỆT NAM,6151/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe V2,CÔNG TY TNHH DP PHÚC ĐỨC VIỆT NAM,6150/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Jointup Flex,CÔNG TY CỔ PHẦN DƯỢC KIM BẢNG,6149/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Livercare+,CÔNG TY CỔ PHẦN DƯỢC KIM BẢNG,6148/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe JUJUBE 365,CÔNG TY TNHH TM DV TNB 365,6147/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sữa ong chúa 300mg Villa-Villa Royal Jelly 3 in 1,Công Ty Cổ Phần Villamed,6146/2024/ĐKSP
: Thực phẩm bảo vệ sức khỏe BONES PRO,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XNK MEGATECHPHARMA,6145/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Procreative MAN Activlab Pharma,CÔNG TY TNHH XUẤT NHẬP KHẨU CHUẨN ÂU,6144/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ESA,CÔNG TY TNHH DƯỢC PHẨM S&H VIỆT NAM,6143/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯỠNG CỐT NYV,Công ty cổ phần linh dược Ngự Y Việt,6142/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Premium D3 K2 MK7 Plus DHA Spray,CÔNG TY TNHH XUẤT NHẬP KHẨU TOVITA,6141/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN NGẬM SANTACOL,CÔNG TY TNHH DƯỢC MỸ PHẨM SANTAFA,6140/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEBEVIT D3,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH MEDIPHAR,6139/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BEBEVIT DHA,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH MEDIPHAR,6138/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Wellforce OrgaZinc,CÔNG TY TNHH MEDIMAP,6137/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe B-Complex,CÔNG TY CỔ PHẦN MASTERTRAN,6136/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe POWERGRA VIGORBOOST,CÔNG TY TNHH THƯƠNG MẠI NAM TOÀN THỊNH,6135/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ NHIỆT MIỆNG PV Plus,CÔNG TY CỔ PHẦN DƯỢC PHÚC VINH,6134/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MAXIBABY BIOCANXI VITA K2D3,CÔNG TY CỔ PHẦN DƯỢC PHẨM HQ PHARMA,6133/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE: NORDIC SEAL OMEGA 3 S5,CÔNG TY CỔ PHẦN NORSEL PHARMA VIETNAM,6132/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe THQ THIKID NEW,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT Y DƯỢC CQC,6131/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Turmeric and Licorice Premium,Công Ty TNHH Fine Việt Nam,6130/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Alcosol,CÔNG TY CỔ PHẦN CÔNG NGHỆ HÓA SINH VIỆT NAM,6129/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AT CalriKao,CÔNG TY TNHH TBYT VÀ DƯỢC PHẨM AN TÍN,6128/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GLUCOBENOL,CÔNG TY TNHH HEALTHFARM,6127/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Meta Biozn,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ METASUN,6126/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GUTMAX,CÔNG TY TNHH DƯỢC PHẨM TRUNG ƯƠNG VINAFA,6125/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LƯU NGUYÊN ĐƯỜNG TÂM,CÔNG TY TNHH THƯƠNG MẠI DƯỢC MỸ PHẨM BIOPHAR,6124/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ Thận Su-35 Sana,CÔNG TY TNHH THƯƠNG MẠI SANAFA,6123/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ LỢI SỮA MỘC KHÔI,CÔNG TY TNHH DƯỢC PHẨM LIVIN'GREEN VIỆT NAM,6122/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bảo Vệ Gan Kohinoor,CÔNG TY CỔ PHẦN TẬP ĐOÀN KOHINOOR STAR,6103/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Sleep Health,CÔNG TY TNHH DƯỢC PHẨM HABIPHARM,6121/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LEDIGO,Công ty cổ phần Dược Trung Ương 3,6120/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ CALCARE PLUSS++,CÔNG TY TNHH LÝ NHÂN BT,6119/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Alismaford,CÔNG TY CỔ PHẦN DƯỢC PHẨM HOÀNG GIANG,6118/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BIO BALICA,CÔNG TY CP THƯƠNG MẠI TAM LONG THIÊN PHÚ,6117/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe An Vị Đức Nguyên,HỘ KINH DOANH PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ĐỨC NGUYÊN ĐƯỜNG,6116/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TRIPLE MAGNESIUM - PROFESSIONAL RECOVERY,CÔNG TY CỔ PHẦN DI NUTRITION,6115/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ THẬN MAXLORA,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ HALOKA VIỆT NAM,6114/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN KHỚP TRUNG ƯƠNG CP,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CP,6113/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Laboteq TONE,Công ty cổ phần công nghệ y học Hồng Đức,6112/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SYSNAT MULTIVITAMINES,CÔNG TY TNHH MỘT THÀNH VIÊN XUẤT NHẬP KHẨU KIM YẾN,6111/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Preventic Extra,Công ty cổ phần công nghệ y học Hồng Đức,6110/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO AN THẢO,CÔNG TY TNHH NAM DƯỢC,6109/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe FRUIT LAXATIVE NATURAL SENNA MINI BLOCKS,CÔNG TY TNHH H & S INTERNATIONAL ASEAN,6104/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ARTHRO FLEX,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU DƯỢC MỸ PHẨM ÁNH SÁNG CHÂU ÂU,6108/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TIỀN LIỆT YB,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,6107/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BODY SLIMMING,CÔNG TY TNHH DƯỢC PHẨM THÚY AN,6106/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE TOPVIE CONCEIVE WELL GOLD,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TOPVIE,6105/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Mr.Squirrel Zinc gluconate,CÔNG TY TNHH DƯỢC PHẨM NGUYÊN LỘC BẢO,6102/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Gout Ease 6000,CÔNG TY TNHH H & S INTERNATIONAL ASEAN,6101/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BabyShark SharvinKid,Công Ty Cổ Phần Dược Phẩm Sharvin Group,6100/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUR IMUCAN,CÔNG TY TNHH APOLLO PHARM VIỆT NAM,6099/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Nước nấm Đông trùng hạ thảo Hector Basic,CÔNG TY CỔ PHẦN LAVITE,6098/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Collagen INNER VITALITY,CÔNG TY CỔ PHẦN THƯƠNG MẠI ENERGY VIỆT NAM,6097/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BODY SLIM MINH AN,CÔNG TY CỔ PHẦN DƯỢC LIỆU MINH AN,6096/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHOẺ LIPOSIPER 5-MTHF,CÔNG TY CỔ PHẦN DƯỢC PHẨM VÀ TRANG THIẾT BỊ Y TẾ THDRAPHAR,6095/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Biomega-3 for Kid,CÔNG TY CỔ PHẦN DƯỢC PHẨM IMEDPHARM,6094/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ELIFE,CÔNG TY TNHH MỘT THÀNH VIÊN ELITE. ÚC,6093/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NYOKO MEN,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM NYOKO PHARM,6092/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dạ dày HARU,CÔNG TY CP Y DƯỢC CỔ TRUYỀN TUỆ TĨNH,6091/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SMART PREMIUM,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ HASAKI,6090/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LIPOMILK UPGRO’CAL,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ HASAKI,6089/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Bicare Calup,CÔNG TY TNHH BICARE,6088/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SOLECHILD DHA,CÔNG TY TNHH DƯỢC PHẨM HUTAPHAR,6087/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LIVING HEALTHY GINKGO 6000MG PLUS BRAHMI,CÔNG TY TNHH DƯỢC PHẨM HOÀNG GIANG SÀI GÒN,6086/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Fiber Plus Berries Dietary Supplement Product (Food Matrix Plus Brand),CÔNG TY TNHH FOOD MATRIX PLUS VIỆT NAM,6085/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS COLONMAX,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6084/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS GASTRO HEALTH,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6083/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS BI-FLEX,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6082/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS VEIN STRENGH,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6081/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Fiber Plus Berries Dietary Supplement Product (Food Matrix Plus Brand),CÔNG TY TNHH FOOD MATRIX PLUS VIỆT NAM,6085/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS COLONMAX,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6084/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS GASTRO HEALTH,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6083/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS BI-FLEX,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6082/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NATUREWORKS VEIN STRENGH,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,6081/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe AN DƯƠNG THẬN,CÔNG TY TNHH THƯƠNG MẠI PHÚC HƯNG PHARMA,6080/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GANZUBEN,CÔNG TY CỔ PHẦN VILLAMED,6079/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LACTOMIN COLON HAPPY,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRƯỜNG THÀNH PHÁT,6078/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Calrosan Extra,CÔNG TY TNHH DƯỢC PHẨM DOMACO,6077/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Calrosan AquaF,CÔNG TY TNHH DƯỢC PHẨM DOMACO,6076/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe THONGNIEUMAT NHẤT NHẤT,Công ty TNHH Dược phẩm Nhất Nhất,6075/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DANKA 17,Công ty TNHH Dược phẩm Nhất Nhất,6074/2024/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE DANKA 3,Công ty TNHH Dược phẩm Nhất Nhất,6073/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COLLAGEN GOLD RETINOL,CÔNG TY CP DƯỢC - THIẾT BỊ Y TẾ ĐÀ NẴNG,6072/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OsteoStrong,CÔNG TY CỔ PHẦN WELL VITA,6071/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe OMEGA 3 in 1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NHIỆT THÀNH,6070/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ PLEXKID CoughHerb,Công ty TNHH Nacopharm Miền Bắc,6069/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Omega3 Kids Nutri VP,CÔNG TY TNHH DƯỢC PHẨM PARIS - PHÁP,6068/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Vital 5B,CÔNG TY TNHH QUỐC TẾ SAKOPHA,6067/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Elascogen,CÔNG TY CỔ PHẦN DƯỢC PHẨM NOVA GLOBAL,6066/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BioCare® Children’s Liquid Zinc,Công ty TNHH Dịch vụ Thương mại và XNK Anh Việt,6065/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HEFTYMAN,CÔNG TY CỔ PHẦN WELL VITA,6064/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ: Swisse Ultiboost Men’s Potency+,CÔNG TY TNHH HEALTH AND HAPPINESS (H&H) VIỆT NAM,6063/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Kyolic Astaxanthin,CÔNG TY CỔ PHẦN ATA PHARMA,6062/2024/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe: Bios Life Mannos,Công ty trách nhiệm hữu hạn Unicity Marketing Việt Nam,6061/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HUILE DE LIN,CÔNG TY TNHH THƯƠNG MẠI DƯỢC THUẬN GIA,6060/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Alisha Biotic,Công ty TNHH Đầu Tư và Phát Triển Happy Life,6059/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe XỊT HỌNG GIA LINH,Công ty TNHH Dược phẩm Hoa Linh,6057/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Super antioxidants,CÔNG TY TNHH HALE MALIE,6056/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Lehutra - Canxi Nữ,CÔNG TY TNHH DƯỢC PHẨM LEHUTRA,6055/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ PHẾ AKITA,CÔNG TY TNHH AKITA VIỆT NAM,6054/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên tiểu đêm Happy K,CÔNG TY TNHH THƯƠNG MẠI & XUẤT NHẬP KHẨU DƯỢC PHẨM HK GROUPS,6053/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Biobasalu 6plus,CÔNG TY CỔ PHẦN DƯỢC PHẨM AN THỊNH PHARMA,6052/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VITALIZE,CÔNG TY CỔ PHẦN HIBIHE,6051/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TD DIA GOLD,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC TÂM PHÚC,6050/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe IMMUNO TOKIZ,CÔNG TY TNHH HOÀNG GIA PHARMA,6049/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ZINSEL PLUS,CÔNG TY TNHH SENTOL VIỆT NAM,6048/2024/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe DRLIFE IMMUNE BOOSTER SYRUP,CÔNG TY TNHH DRLIFE LABORATORY,6047/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ GAN SIVIBE,CÔNG TY TNHH DƯỢC PHẨM KISHO VIỆT NAM,6046/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐH2,CÔNG TY CỔ PHẦN TỔNG HỢP TÂM HỒNG PHÚC,6045/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe NUTRICAL SUPPORT,Công Ty Cổ Phần Đầu Tư Thương Mại Xuất Nhập Khẩu Bảo Bình,6044/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ huyết điều kinh HAPPY K,CÔNG TY TNHH THƯƠNG MẠI & XUẤT NHẬP KHẨU DƯỢC PHẨM HK GROUPS,6043/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SWEET LADY,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGỌC LINH SÂM,6042/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe IMMURAI FORT,CÔNG TY CỔ PHẦN DƯỢC PHẨM PHƯƠNG ĐÔNG,6041/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe D3K2 MK7 NP Gold,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ NESPHARMA,6040/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PITOVATIN,CÔNG TY CỔ PHẦN NUTRAMED,6039/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VENOXCARE,CÔNG TY TNHH PHÁT TRIỂN Y TẾ NEWCARE,6038/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe DEPURHINEW,CÔNG TY TNHH PHÁT TRIỂN Y TẾ HINEW,6037/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Canaxi Med-C,CÔNG TY CỔ PHẦN DƯỢC LIÊN KẾT MEDCON,6036/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe GESUNDES HERZ,CÔNG TY TNHH THƯƠNG MẠI DƯỢC MỸ PHẨM BIOPHAR,6035/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ SiroHo Acy,CÔNG TY CỔ PHẦN DƯỢC PHẨM BLUESEA,6034/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ACETIIL CADU EXTRA,CÔNG TY TNHH CADUPHARCO,6033/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ACECINE 200,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ BIPHARCO,6032/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VIANUNA RK50,CÔNG TY TNHH CADUPHARCO,5241/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ raxiVEN®,Công ty cổ phần Dược - Vật Tư Y Tế Lào Cai - Chi Nhánh Hà Nội,6031/2024/ĐKSP
hực phẩm bảo vệ sức khỏe BÌNH ĐÔNG THIÊNMÔN KĐ,CÔNG TY TNHH DƯỢC PHẨM BÌNH ĐÔNG,6030/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe EPATOrilplus®,Công ty cổ phần Dược - Vật Tư Y Tế Lào Cai - Chi Nhánh Hà Nội,6029/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Calcium D3 TruGrow for Mama,CÔNG TY CỔ PHẦN TITAFA,6028/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe HealthQ Boliver Gold,CÔNG TY CỔ PHẦN VIỆT NAM PHARMACY PLATFORM - HHA,6027/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LIPOMAX CANXI D3 HQ,CÔNG TY CỔ PHẦN DƯỢC PHẨM HQ PHARMA,6026/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe TOPVIE LIVER DETOX,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TOPVIE,6025/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Bibo D3K2,CÔNG TY CỔ PHẦN DƯỢC PHẨM ZIPHAR,6024/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Medvita C,CÔNG TY CỔ PHẦN DƯỢC PHẨM MEDSTAND,6023/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ACETYLCYSTEIN 50MG CK,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,6022/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ THẬN SVIFA,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS-USA,6021/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐA VI CHẤT SUMODUO,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS-USA,6020/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BETATHYMIN,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS – USA,6019/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Ferrolip Kids,Công ty cổ phần kinh doanh và phát triển Hòa Bình,6018/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ DACOMUC 200,CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM DACO,6017/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Thanh nhiệt giải độc PV,CÔNG TY CỔ PHẦN DƯỢC PHÚC VINH,6016/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Spring Leaf Sheep Placenta 60000mg,CÔNG TY TNHH THƯƠNG MẠI OZMART HÀ NỘI,6015/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Spring Leaf Sheep Placenta 80000mg,CÔNG TY TNHH THƯƠNG MẠI OZMART HÀ NỘI,6014/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe PREMIUM RED GINSENG EXTRACT CHEON MYEONG STICK GOLD,CÔNG TY TNHH WELLNESS KOREA VIỆT NAM,6013/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe VITAELITE,Công ty TNHH DAVIMIN,6012/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe KẸO NGẬM HO CHANH ĐÀO Ô MAI MẬT ONG,CÔNG TY TNHH ANH NHIÊN PHARMACITY,6011/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe CAL – D3,CÔNG TY CP DƯỢC - THIẾT BỊ Y TẾ ĐÀ NẴNG,6010/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe COLLAGEN PURE PEPTIDE (Sugar Free),CÔNG TY CP DƯỢC - THIẾT BỊ Y TẾ ĐÀ NẴNG,6009/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Dr.Amino PHYSICAL POWER,CÔNG TY TNHH THƯƠNG MẠI SUNFLOWER,6008/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe MENO BACILLUS,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ AE FRANCE,6007/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ: GIẢI ĐỘC GAN KINGPHAR,Công ty cổ phần Kingphar Việt Nam,6006/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe ELIOS IMMU,CÔNG TY TNHH DƯỢC PHẨM ELIOS,6005/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe BIO CALCIUM WITH D3-K2MK7,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TOPVIE,6004/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Đại Tràng Mai Cầm,CÔNG TY TNHH DƯỢC LIỆU VÀ PHÁT TRIỂN YHCT MAI CẦM,6003/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO BRUISES,CÔNG TY CỔ PHẦN DƯỢC PHẨM NANO LIFE,6002/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe LungHD,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIPHARCO,6001/2024/ĐKSP
Thực phẩm bảo vệ sức khoẻ Manhaé Pregnant women,CÔNG TY CỔ PHẦN DƯỢC PHẨM AN NAM,6000/2024/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên ngậm HECATI Cool,CÔNG TY CỔ PHẦN DƯỢC PHẨM SUNURI,5999/2024/ĐKSP
